age,salary,monthly_expenses,savings,debt,dependents,investment_horizon,risk_score,savings_rate,emergency_fund_months,debt_to_income,profile
65,224639,15238.59,443409,65463,4,21,8,0.186,29.1,0.291,Balanced
71,152871,6513.73,410264,46851,0,10,9,0.489,62.98,0.306,Aggressive
67,139095,8231.77,486083,25062,4,16,7,0.29,59.05,0.18,Balanced
38,55548,1722.32,122280,59123,2,11,10,0.628,71.0,1.064,Aggressive
39,184967,10562.69,476620,89229,0,19,3,0.315,45.12,0.482,Balanced
38,110450,6852.5,85081,139293,3,13,9,0.256,12.42,1.261,Balanced
61,125669,5789.28,381800,15234,0,15,5,0.447,65.95,0.121,Balanced
67,100171,3910.64,296029,139393,1,36,8,0.532,75.7,1.392,Balanced
47,191451,10301.61,209213,7945,0,32,1,0.354,20.31,0.041,Balanced
56,65414,4405.93,418360,5189,2,19,1,0.192,94.95,0.079,Conservative
37,93071,4094.74,6139,102518,2,15,3,0.472,1.5,1.102,Conservative
41,132808,5410.36,227438,133446,1,38,2,0.511,42.04,1.005,Balanced
40,219416,9204.76,339796,142405,4,22,5,0.497,36.92,0.649,Balanced
24,98591,7164.47,283224,127066,1,13,9,0.128,39.53,1.289,Aggressive
26,244213,11144.3,360948,110711,4,20,9,0.452,32.39,0.453,Aggressive
18,243273,7135.65,289618,9173,2,15,8,0.648,40.59,0.038,Aggressive
43,249375,16207.81,439089,135374,2,7,5,0.22,27.09,0.543,Balanced
55,24297,1487.38,375906,110997,4,22,3,0.265,252.73,4.568,Conservative
55,129513,4540.65,227658,55842,0,20,6,0.579,50.14,0.431,Balanced
71,148668,11047.24,48112,131183,0,19,8,0.108,4.36,0.882,Balanced
61,106479,6073.16,418477,121841,1,27,6,0.316,68.91,1.144,Balanced
39,118752,6189.24,259275,81102,2,8,7,0.375,41.89,0.683,Balanced
61,156080,7286.6,11201,103013,0,18,7,0.44,1.54,0.66,Conservative
27,237885,16736.6,283466,139969,2,10,7,0.156,16.94,0.588,Balanced
72,135481,5466.43,277614,38640,1,35,9,0.516,50.79,0.285,Aggressive
23,167892,7095.86,87228,14482,3,15,9,0.493,12.29,0.086,Aggressive
34,222620,7742.09,298491,90052,2,23,1,0.583,38.55,0.405,Balanced
68,173325,11085.8,23603,120963,3,12,3,0.232,2.13,0.698,Conservative
67,180274,10178.75,451195,56145,2,27,5,0.322,44.33,0.311,Balanced
55,180308,10292.38,383350,117288,4,6,4,0.315,37.25,0.65,Conservative
41,87156,3414.76,246642,81718,3,24,1,0.53,72.23,0.938,Balanced
68,80263,4736.47,225965,4857,4,22,1,0.292,47.71,0.061,Conservative
27,138996,8930.52,476563,11166,4,9,4,0.229,53.36,0.08,Balanced
73,119252,5434.3,323431,122494,1,10,5,0.453,59.52,1.027,Balanced
25,138632,9135.17,480695,7498,1,3,4,0.209,52.62,0.054,Balanced
38,94855,4282.98,148516,106371,0,6,2,0.458,34.68,1.121,Conservative
73,36575,2337.68,493209,44180,3,26,5,0.233,210.98,1.208,Conservative
23,32204,989.07,247157,41128,0,14,10,0.631,249.89,1.277,Aggressive
38,31952,1739.1,15474,88620,3,36,3,0.347,8.9,2.774,Balanced
74,103323,7604.91,309628,99411,1,19,7,0.117,40.71,0.962,Conservative
56,202214,14992.22,47393,59911,1,39,4,0.11,3.16,0.296,Balanced
41,184944,7782.5,494388,57450,1,23,2,0.495,63.53,0.311,Balanced
50,180448,8913.67,420030,45940,3,5,8,0.407,47.12,0.255,Aggressive
35,217156,6960.53,292496,56584,1,15,10,0.615,42.02,0.261,Aggressive
73,162712,11258.83,267597,141342,0,30,2,0.17,23.77,0.869,Conservative
45,46437,2564.54,221390,4342,4,33,7,0.337,86.33,0.094,Balanced
74,147129,6888.16,339417,43933,3,38,8,0.438,49.28,0.299,Aggressive
69,107681,3697.26,234256,67089,4,19,10,0.588,63.36,0.623,Balanced
49,27903,2024.65,291092,96279,0,5,3,0.129,143.77,3.45,Conservative
29,234776,12553.09,32271,115185,2,9,6,0.358,2.57,0.491,Balanced
65,46863,1974.53,52050,54101,1,7,4,0.494,26.36,1.154,Conservative
59,63381,2865.97,55878,132493,0,24,2,0.457,19.5,2.09,Conservative
44,48548,2018.32,186467,120668,2,16,8,0.501,92.39,2.486,Aggressive
27,201028,11408.26,242829,53525,3,37,2,0.319,21.29,0.266,Balanced
63,225598,16195.68,190309,25117,0,10,9,0.139,11.75,0.111,Balanced
74,31467,2153.34,68624,56462,3,21,9,0.179,31.87,1.794,Balanced
69,77954,3918.55,192382,114073,4,21,8,0.397,49.1,1.463,Balanced
59,43901,2943.47,256476,120331,4,15,10,0.195,87.13,2.741,Balanced
49,207055,10054.38,211923,74954,3,13,3,0.417,21.08,0.362,Conservative
59,43301,1763.68,334536,57593,4,7,8,0.511,189.68,1.33,Balanced
43,144686,10741.47,413785,143462,4,8,5,0.109,38.52,0.992,Conservative
42,105180,4532.72,238997,22562,1,38,10,0.483,52.73,0.215,Aggressive
28,89903,3956.09,277339,94081,3,2,5,0.472,70.1,1.046,Balanced
40,123955,9238.07,447177,148747,3,37,2,0.106,48.41,1.2,Conservative
51,167276,5905.68,414499,85044,2,22,3,0.576,70.19,0.508,Balanced
74,39755,2545.29,264047,119568,1,4,8,0.232,103.74,3.008,Conservative
69,79817,5751.46,107195,36881,0,7,1,0.135,18.64,0.462,Conservative
57,22093,1162.62,159899,9319,1,1,4,0.369,137.53,0.422,Balanced
40,220609,6459.93,68321,3911,0,19,6,0.649,10.58,0.018,Aggressive
46,116319,5392.18,140434,39927,3,30,9,0.444,26.04,0.343,Aggressive
48,42940,1471.99,198836,111464,1,2,8,0.589,135.08,2.596,Balanced
24,224418,10826.36,274074,79261,2,13,10,0.421,25.32,0.353,Aggressive
57,195112,12755.69,165589,99411,4,28,5,0.215,12.98,0.51,Balanced
50,188394,9282.98,165218,38195,0,14,7,0.409,17.8,0.203,Balanced
38,148714,7281.52,29422,54422,4,3,8,0.412,4.04,0.366,Balanced
19,111544,6099.92,143115,111140,3,16,9,0.344,23.46,0.996,Aggressive
35,104437,5830.46,181221,47561,3,25,3,0.33,31.08,0.455,Balanced
64,112969,7728.61,92599,104800,3,3,8,0.179,11.98,0.928,Conservative
50,127001,5499.1,419269,132759,4,34,3,0.48,76.24,1.045,Conservative
54,107725,7198.9,180432,20855,3,3,1,0.198,25.06,0.194,Conservative
51,135784,7482.42,499722,28879,3,29,4,0.339,66.79,0.213,Balanced
37,130675,5611.31,454104,16091,4,19,7,0.485,80.93,0.123,Aggressive
52,114266,4878.39,322736,143819,3,20,9,0.488,66.16,1.259,Balanced
68,29236,1336.63,335758,20601,0,21,10,0.451,251.2,0.705,Balanced
67,92597,5343.47,283907,94458,1,20,7,0.308,53.13,1.02,Balanced
71,235196,9347.99,76704,120646,0,28,10,0.523,8.21,0.513,Aggressive
35,154974,11057.18,345102,103722,3,27,5,0.144,31.21,0.669,Balanced
63,119656,6642.92,405948,6190,3,25,1,0.334,61.11,0.052,Balanced
41,54364,3878.0,140664,113962,3,2,1,0.144,36.27,2.096,Conservative
25,127071,3976.5,427950,127871,3,24,9,0.624,107.62,1.006,Aggressive
47,114410,5133.54,258757,77471,4,33,4,0.462,50.41,0.677,Balanced
61,171168,5171.33,303126,44550,1,19,3,0.637,58.62,0.26,Balanced
70,163092,6791.95,411833,136991,4,26,5,0.5,60.64,0.84,Balanced
27,78473,5389.16,164830,36183,4,3,7,0.176,30.59,0.461,Balanced
40,64153,1978.77,490442,87872,3,27,7,0.63,247.85,1.37,Balanced
69,192349,9455.25,379041,1716,0,14,5,0.41,40.09,0.009,Balanced
66,238293,8234.25,59597,131361,0,20,8,0.585,7.24,0.551,Aggressive
28,58502,2824.0,351275,4697,2,35,5,0.421,124.39,0.08,Aggressive
19,35675,2412.13,18802,126148,1,23,10,0.189,7.79,3.536,Aggressive
43,175437,10126.94,76262,92855,2,25,4,0.307,7.53,0.529,Aggressive
53,238884,15034.08,303578,63041,4,4,6,0.245,20.19,0.264,Conservative
50,138384,6250.43,76939,66145,2,2,3,0.458,12.31,0.478,Conservative
64,98229,7116.84,219517,133425,2,2,4,0.131,30.84,1.358,Conservative
30,109049,6725.54,42946,16919,2,25,8,0.26,6.39,0.155,Aggressive
57,203220,9855.99,474137,20141,1,23,10,0.418,48.11,0.099,Aggressive
42,109157,5317.36,334279,130946,0,21,10,0.415,62.87,1.2,Aggressive
21,240319,17128.26,288720,74484,0,25,3,0.145,16.86,0.31,Balanced
59,125711,6987.67,443065,114289,2,27,10,0.333,63.41,0.909,Aggressive
36,130090,8006.05,108963,72693,1,11,3,0.261,13.61,0.559,Balanced
35,113321,5471.23,47078,134921,0,14,6,0.421,8.6,1.191,Balanced
54,219150,8638.73,141298,106849,3,17,8,0.527,16.36,0.488,Aggressive
47,233670,14564.6,313509,123185,0,15,10,0.252,21.53,0.527,Balanced
36,221974,12658.12,75576,11900,0,31,2,0.316,5.97,0.054,Balanced
40,46465,2422.91,119971,133286,1,34,1,0.374,49.52,2.869,Balanced
71,52286,3020.44,270746,143412,1,36,10,0.307,89.64,2.743,Balanced
33,74795,2895.55,13254,147731,0,13,1,0.535,4.58,1.975,Conservative
18,191250,12537.49,430328,145759,3,18,7,0.213,34.32,0.762,Balanced
29,128139,9305.98,164935,6553,3,17,2,0.129,17.72,0.051,Balanced
41,230255,16119.9,467582,73874,2,39,9,0.16,29.01,0.321,Aggressive
51,123845,5436.69,378346,118236,2,28,10,0.473,69.59,0.955,Aggressive
70,69986,3343.6,459493,127605,0,26,4,0.427,137.42,1.823,Balanced
74,194273,12864.45,150319,124833,0,14,7,0.205,11.68,0.643,Conservative
25,194387,10971.76,441486,148307,0,37,5,0.323,40.24,0.763,Aggressive
35,95396,5178.04,181456,44143,3,11,5,0.349,35.04,0.463,Balanced
74,75178,5385.58,459386,88719,4,32,7,0.14,85.3,1.18,Conservative
65,30745,1652.07,356015,29287,2,24,9,0.355,215.5,0.953,Balanced
22,223426,11789.75,479397,107006,2,31,4,0.367,40.66,0.479,Aggressive
43,99637,3097.97,429110,94233,4,8,9,0.627,138.51,0.946,Balanced
47,156100,5049.57,323128,30657,0,39,9,0.612,63.99,0.196,Aggressive
71,249333,7357.01,256938,14746,2,8,8,0.646,34.92,0.059,Aggressive
30,68566,4869.81,305728,90067,3,31,1,0.148,62.78,1.314,Conservative
36,63722,3051.29,228227,138817,4,19,10,0.425,74.8,2.178,Aggressive
46,106623,5399.64,162665,132495,3,36,9,0.392,30.13,1.243,Balanced
20,131074,8901.7,7679,47305,0,39,3,0.185,0.86,0.361,Conservative
43,94974,5422.11,165850,143131,2,32,8,0.315,30.59,1.507,Aggressive
57,234764,13405.53,308457,24721,3,21,5,0.315,23.01,0.105,Balanced
29,104084,4450.41,216288,97895,4,23,6,0.487,48.6,0.941,Balanced
19,190951,12867.7,204015,28277,0,36,3,0.191,15.85,0.148,Balanced
28,175839,6465.11,103316,66875,2,15,7,0.559,15.98,0.38,Aggressive
61,137353,4340.72,365250,116934,2,2,2,0.621,84.14,0.851,Conservative
45,124417,4721.44,195400,145836,0,12,3,0.545,41.39,1.172,Conservative
35,88099,3650.64,116831,147953,0,38,2,0.503,32.0,1.679,Balanced
30,199729,8409.77,109764,76676,0,6,9,0.495,13.05,0.384,Aggressive
54,159570,9558.01,70442,8201,3,38,3,0.281,7.37,0.051,Conservative
39,224739,8798.6,358183,24568,1,1,8,0.53,40.71,0.109,Aggressive
29,45107,2714.55,282392,2816,2,38,6,0.278,104.03,0.062,Aggressive
19,179865,5997.34,351332,33094,3,26,1,0.6,58.58,0.184,Balanced
54,153768,5522.34,75627,82802,4,23,6,0.569,13.69,0.538,Balanced
24,73839,3875.64,272386,18055,2,1,8,0.37,70.28,0.245,Aggressive
43,109241,7802.02,3911,103306,1,21,10,0.143,0.5,0.946,Balanced
43,43397,2975.45,82502,149630,4,19,3,0.177,27.73,3.448,Conservative
41,27704,2038.12,301108,5235,2,29,7,0.117,147.74,0.189,Aggressive
29,36442,2149.36,112567,99227,1,26,6,0.292,52.37,2.723,Balanced
33,214860,12922.01,292342,147233,0,34,1,0.278,22.62,0.685,Conservative
40,149576,8647.52,124859,145619,1,17,2,0.306,14.44,0.974,Balanced
57,29765,1717.81,372060,129947,2,18,5,0.307,216.59,4.366,Balanced
26,135828,4877.54,338655,97188,1,32,7,0.569,69.43,0.716,Aggressive
49,30002,1622.75,424824,54259,2,4,4,0.351,261.79,1.809,Conservative
32,31390,1470.98,84860,120408,2,30,6,0.438,57.69,3.836,Balanced
54,195508,9667.8,333940,74881,1,31,2,0.407,34.54,0.383,Balanced
30,235554,12523.23,84202,2070,1,18,5,0.362,6.72,0.009,Aggressive
22,26641,933.81,392414,89266,4,5,10,0.579,420.23,3.351,Aggressive
28,184781,8433.99,309777,102904,4,32,3,0.452,36.73,0.557,Balanced
27,131119,4205.61,178234,33688,3,29,1,0.615,42.38,0.257,Balanced
69,190381,14101.16,193993,118170,2,12,6,0.111,13.76,0.621,Conservative
30,35624,1232.56,491143,22856,4,15,9,0.585,398.47,0.642,Aggressive
58,29966,1229.08,25680,148899,3,15,10,0.508,20.89,4.969,Balanced
70,240422,16833.77,432910,143771,2,35,8,0.16,25.72,0.598,Balanced
63,185261,9502.2,475340,101105,3,35,4,0.385,50.02,0.546,Balanced
67,91301,3230.54,144097,83695,4,14,8,0.575,44.6,0.917,Balanced
32,246830,11546.02,434390,149748,3,39,5,0.439,37.62,0.607,Balanced
59,135123,4658.67,140494,3703,1,18,3,0.586,30.16,0.027,Balanced
73,168295,6452.97,194354,97193,3,38,4,0.54,30.12,0.578,Balanced
24,98183,3097.81,473534,112501,0,22,7,0.621,152.86,1.146,Aggressive
57,24959,1229.28,378692,106015,0,38,5,0.409,308.06,4.248,Balanced
45,178329,11794.23,428562,81547,3,11,4,0.206,36.34,0.457,Balanced
49,248592,13927.02,214469,118429,0,3,3,0.328,15.4,0.476,Conservative
52,70802,4032.7,488838,86372,3,14,3,0.317,121.22,1.22,Conservative
32,238820,9161.16,368741,116947,3,25,10,0.54,40.25,0.49,Aggressive
65,144125,6475.32,329817,83082,3,14,6,0.461,50.93,0.576,Balanced
53,143795,9764.68,14416,101743,0,31,8,0.185,1.48,0.708,Conservative
38,47215,1567.23,162498,140623,2,25,4,0.602,103.69,2.978,Balanced
23,75046,5139.79,43441,106234,3,19,1,0.178,8.45,1.416,Conservative
18,114593,5882.72,60794,18609,3,12,4,0.384,10.33,0.162,Aggressive
21,185166,12505.36,20184,92672,1,7,5,0.19,1.61,0.5,Conservative
28,189741,8299.64,364952,69208,1,14,8,0.475,43.97,0.365,Aggressive
61,187198,8367.18,148538,133232,4,29,7,0.464,17.75,0.712,Balanced
43,99036,6300.2,245577,129567,0,14,2,0.237,38.98,1.308,Conservative
54,129864,8460.08,484287,132869,2,23,9,0.218,57.24,1.023,Balanced
40,140333,5570.1,189051,94248,3,14,3,0.524,33.94,0.672,Conservative
46,36772,2712.18,207276,142243,3,23,9,0.115,76.42,3.868,Balanced
38,199658,6596.53,452037,91302,0,8,1,0.604,68.53,0.457,Balanced
65,71943,2324.22,336655,73429,4,13,9,0.612,144.85,1.021,Balanced
62,88868,5017.54,93509,20792,4,36,7,0.322,18.64,0.234,Balanced
62,69855,4351.43,297810,133002,1,1,2,0.252,68.44,1.904,Conservative
66,173290,12686.09,53764,146777,0,37,10,0.122,4.24,0.847,Balanced
44,121124,5780.85,231114,62594,4,26,7,0.427,39.98,0.517,Aggressive
56,232080,7038.02,3966,47,4,4,1,0.636,0.56,0.0,Conservative
57,77205,4385.2,284546,133,2,16,3,0.318,64.89,0.002,Balanced
30,156031,6622.64,60305,11238,1,25,7,0.491,9.11,0.072,Aggressive
40,234051,11470.86,399079,35132,1,19,3,0.412,34.79,0.15,Balanced
33,196206,10115.37,364114,101813,1,20,2,0.381,36.0,0.519,Balanced
47,45874,1473.63,258156,111663,4,26,5,0.615,175.18,2.434,Balanced
21,151007,7767.93,59897,56305,3,32,3,0.383,7.71,0.373,Balanced
57,21301,1037.49,492799,53246,4,3,9,0.416,474.99,2.5,Balanced
33,78017,4823.4,264778,51689,4,7,7,0.258,54.89,0.663,Conservative
48,63319,3720.6,379568,35239,0,32,1,0.295,102.02,0.557,Conservative
70,240688,9063.28,65626,67970,1,5,1,0.548,7.24,0.282,Conservative
59,237291,9162.92,444507,81559,1,21,6,0.537,48.51,0.344,Balanced
42,246264,10015.83,304023,127019,2,30,4,0.512,30.35,0.516,Aggressive
61,42455,1586.48,354582,91922,1,20,1,0.552,223.5,2.165,Conservative
29,155184,9200.69,224822,87601,4,29,9,0.289,24.44,0.564,Aggressive
43,77033,5757.81,86109,120632,0,24,2,0.103,14.96,1.566,Conservative
54,209432,12368.0,473835,44014,2,1,1,0.291,38.31,0.21,Conservative
65,233490,13302.6,300367,15665,4,25,3,0.316,22.58,0.067,Balanced
50,183217,8786.18,172738,40542,4,27,10,0.425,19.66,0.221,Aggressive
45,126924,5520.34,89792,86769,2,25,1,0.478,16.27,0.684,Conservative
26,52735,3740.19,85810,23481,4,21,4,0.149,22.94,0.445,Balanced
29,92781,6826.76,351814,70558,4,17,4,0.117,51.53,0.76,Balanced
22,146031,7584.2,228251,46954,0,28,6,0.377,30.1,0.322,Aggressive
71,148305,6298.15,7749,120156,0,32,3,0.49,1.23,0.81,Conservative
69,218713,14099.1,490520,106243,0,34,9,0.226,34.79,0.486,Balanced
71,128049,4512.14,4296,9145,1,22,6,0.577,0.95,0.071,Balanced
45,172783,11102.37,412634,60835,2,19,7,0.229,37.17,0.352,Balanced
73,25630,1709.57,19064,125622,0,8,6,0.2,11.15,4.901,Conservative
52,85488,2982.8,489964,65506,4,2,9,0.581,164.26,0.766,Balanced
22,154278,11407.24,94822,43064,1,5,2,0.113,8.31,0.279,Balanced
51,76289,5671.02,212420,22954,2,28,8,0.108,37.46,0.301,Aggressive
63,38953,2808.5,119415,96872,0,4,5,0.135,42.52,2.487,Conservative
51,120932,6276.56,92009,109120,0,36,2,0.377,14.66,0.902,Conservative
30,161140,6517.32,389773,92221,2,1,7,0.515,59.81,0.572,Balanced
56,98930,5524.46,210315,6574,0,15,5,0.33,38.07,0.066,Balanced
59,206988,10021.04,460698,32381,2,13,8,0.419,45.97,0.156,Aggressive
62,21067,813.31,198059,5331,2,31,10,0.537,243.52,0.253,Aggressive
65,70658,3432.93,315817,30412,4,17,6,0.417,92.0,0.43,Balanced
31,72165,4300.67,392473,83857,2,6,7,0.285,91.26,1.162,Balanced
28,100781,3267.0,251745,111132,3,24,1,0.611,77.06,1.103,Balanced
59,160931,7153.11,460969,17458,0,13,2,0.467,64.44,0.108,Balanced
55,49164,1474.05,447110,14058,4,21,9,0.64,303.32,0.286,Aggressive
21,124946,7936.39,381137,35165,1,24,7,0.238,48.02,0.281,Aggressive
70,231985,13578.47,497933,58425,3,22,7,0.298,36.67,0.252,Balanced
50,147580,4728.34,142962,418,2,29,4,0.616,30.24,0.003,Aggressive
24,119251,8751.09,57127,82559,1,24,4,0.119,6.53,0.692,Balanced
73,40773,1231.49,218302,51236,1,12,3,0.638,177.27,1.257,Conservative
58,208367,11711.59,474729,37357,1,20,10,0.326,40.53,0.179,Aggressive
25,53939,3492.56,477232,82278,1,34,4,0.223,136.64,1.525,Balanced
54,199671,13034.24,162522,83723,4,15,10,0.217,12.47,0.419,Balanced
68,157186,4831.59,465846,113290,4,4,6,0.631,96.42,0.721,Conservative
27,118475,8377.45,456679,49690,1,14,3,0.151,54.51,0.419,Balanced
60,32818,2338.69,176265,69975,3,1,10,0.145,75.37,2.132,Conservative
74,29335,1610.41,151172,56040,0,33,8,0.341,93.87,1.91,Balanced
32,75008,3845.07,468350,140977,0,29,1,0.385,121.81,1.879,Balanced
55,91745,2864.56,456802,92179,4,10,6,0.625,159.47,1.005,Balanced
32,194220,10667.13,77978,26926,3,36,2,0.341,7.31,0.139,Balanced
22,23577,1130.04,14512,44228,3,14,1,0.425,12.84,1.876,Balanced
46,93916,6065.75,424418,31046,2,22,4,0.225,69.97,0.331,Balanced
36,155148,7397.15,242126,135743,4,33,6,0.428,32.73,0.875,Balanced
71,183997,11131.35,310820,114419,3,28,7,0.274,27.92,0.622,Conservative
68,202941,6862.36,272990,50187,3,7,1,0.594,39.78,0.247,Conservative
27,79314,2796.64,408144,106856,0,36,3,0.577,145.94,1.347,Balanced
29,61205,2177.06,268399,117507,3,36,6,0.573,123.28,1.92,Balanced
71,162167,5068.25,6783,24871,3,34,6,0.625,1.34,0.153,Conservative
21,133583,7210.49,311680,66962,1,37,10,0.352,43.23,0.501,Aggressive
48,104715,6864.79,132909,112362,0,6,6,0.213,19.36,1.073,Conservative
35,76680,4381.79,389630,64140,0,35,7,0.314,88.92,0.836,Balanced
33,48400,2687.11,109491,29171,1,27,7,0.334,40.75,0.603,Balanced
57,235369,14207.33,453502,56745,0,30,10,0.276,31.92,0.241,Aggressive
53,127345,5696.62,63468,81772,2,32,8,0.463,11.14,0.642,Aggressive
42,218418,9993.98,414573,33835,2,19,2,0.451,41.48,0.155,Balanced
40,107110,4666.86,222044,66668,4,22,10,0.477,47.58,0.622,Aggressive
29,140120,8660.12,105630,128738,0,21,1,0.258,12.2,0.919,Balanced
51,48562,1776.16,28140,138684,0,5,10,0.561,15.84,2.856,Balanced
53,191735,5706.74,432151,97360,2,21,7,0.643,75.73,0.508,Balanced
54,38510,2175.52,373877,9433,4,20,1,0.322,171.86,0.245,Balanced
20,81608,5905.09,16714,132018,4,38,2,0.132,2.83,1.618,Conservative
26,223561,12764.86,173104,1615,2,31,1,0.315,13.56,0.007,Aggressive
70,72182,4695.48,289175,78387,2,37,1,0.219,61.59,1.086,Conservative
35,238739,14325.03,205121,73790,1,6,3,0.28,14.32,0.309,Conservative
60,46883,2436.31,298456,87635,4,31,4,0.376,122.5,1.869,Balanced
52,222499,13815.63,321572,33161,4,24,5,0.255,23.28,0.149,Balanced
74,186916,12511.8,202126,75229,1,18,5,0.197,16.15,0.402,Balanced
72,169800,6701.47,326527,131460,2,29,2,0.526,48.72,0.774,Conservative
51,249995,11142.94,84653,101801,1,12,3,0.465,7.6,0.407,Balanced
58,31094,1225.75,224976,79437,1,12,8,0.527,183.54,2.555,Balanced
31,153479,7657.26,120825,73205,3,29,2,0.401,15.78,0.477,Balanced
21,206484,14398.57,368415,100875,4,7,4,0.163,25.59,0.489,Balanced
46,32644,1468.61,183970,60816,2,16,7,0.46,125.27,1.863,Balanced
58,105834,4903.26,43274,92096,3,12,9,0.444,8.83,0.87,Balanced
62,128982,8848.19,424806,45241,3,21,3,0.177,48.01,0.351,Conservative
67,211818,11181.45,37309,123684,3,4,3,0.367,3.34,0.584,Conservative
32,72748,3907.16,330069,115397,2,17,7,0.356,84.48,1.586,Balanced
45,79021,5422.43,417776,128167,1,28,8,0.177,77.05,1.622,Balanced
59,82651,4268.85,10591,34198,2,31,4,0.38,2.48,0.414,Balanced
33,56807,3431.41,439999,145381,4,8,1,0.275,128.23,2.559,Conservative
29,185144,6126.79,412755,147248,4,26,5,0.603,67.37,0.795,Balanced
69,189470,7077.45,43789,112932,1,31,4,0.552,6.19,0.596,Balanced
22,48669,2321.54,4218,97679,2,19,8,0.428,1.82,2.007,Balanced
51,181233,9396.35,153491,149494,1,7,7,0.378,16.34,0.825,Balanced
59,158354,11627.85,435732,20517,1,5,2,0.119,37.47,0.13,Conservative
18,46539,3427.82,337878,54503,2,13,6,0.116,98.57,1.171,Balanced
56,154379,10525.54,244359,28514,4,18,4,0.182,23.22,0.185,Balanced
49,37745,1646.88,297042,133287,2,18,7,0.476,180.37,3.531,Balanced
43,190505,13973.79,284088,16486,4,20,9,0.12,20.33,0.087,Aggressive
34,54555,3314.84,214483,90256,0,23,7,0.271,64.7,1.654,Balanced
65,152145,7177.66,310695,74482,0,36,2,0.434,43.29,0.49,Balanced
44,52683,3230.88,234466,12249,0,33,8,0.264,72.57,0.233,Aggressive
41,45741,1368.75,386717,39064,3,7,6,0.641,282.53,0.854,Balanced
52,173358,6217.56,269510,121253,4,5,9,0.57,43.35,0.699,Balanced
63,23599,1585.71,487796,77437,4,32,7,0.194,307.62,3.281,Conservative
59,148513,8725.95,386226,46783,2,9,5,0.295,44.26,0.315,Balanced
71,47293,2168.81,128879,42271,4,30,8,0.45,59.42,0.894,Balanced
56,35389,1844.26,464173,55142,2,32,7,0.375,251.69,1.558,Balanced
43,32318,2283.34,248741,60683,3,39,1,0.152,108.94,1.878,Conservative
66,199947,11619.72,177685,93806,2,4,5,0.303,15.29,0.469,Conservative
55,23055,1093.16,42022,104526,0,25,7,0.431,38.44,4.534,Balanced
40,141164,4895.8,327787,60791,2,22,10,0.584,66.95,0.431,Aggressive
39,102579,4372.95,295403,3668,2,8,7,0.488,67.55,0.036,Aggressive
21,157392,11648.15,285309,50767,2,2,3,0.112,24.49,0.323,Conservative
66,124817,6142.55,353122,41739,4,37,5,0.409,57.49,0.334,Balanced
26,24642,1251.63,203357,122243,1,35,8,0.39,162.47,4.961,Aggressive
21,243766,12680.48,460045,35166,1,37,9,0.376,36.28,0.144,Aggressive
24,29321,2043.32,28179,142268,1,22,9,0.164,13.79,4.852,Aggressive
40,99968,5682.85,54383,149786,4,1,10,0.318,9.57,1.498,Balanced
19,239365,14591.74,342173,53028,0,39,5,0.268,23.45,0.222,Aggressive
66,210690,9905.55,493006,129649,1,33,2,0.436,49.77,0.615,Conservative
41,122770,3744.47,353713,64631,1,4,8,0.634,94.46,0.526,Aggressive
57,177116,12723.35,69631,100420,3,9,7,0.138,5.47,0.567,Conservative
72,173043,12574.75,48795,43281,3,8,4,0.128,3.88,0.25,Conservative
48,129762,9429.74,443722,49711,0,22,5,0.128,47.06,0.383,Balanced
64,134183,9717.4,178753,70977,2,21,10,0.131,18.4,0.529,Balanced
48,137159,9125.45,182293,91497,2,28,10,0.202,19.98,0.667,Balanced
64,45727,2768.49,264900,10146,3,37,2,0.273,95.68,0.222,Conservative
57,173631,11784.92,274745,98802,3,2,9,0.186,23.31,0.569,Balanced
65,93820,5318.82,440206,55499,0,17,6,0.32,82.76,0.592,Balanced
68,129062,4559.15,53755,16313,0,31,9,0.576,11.79,0.126,Aggressive
60,234273,11033.67,95444,27398,4,13,8,0.435,8.65,0.117,Aggressive
51,47476,3498.24,490198,124518,2,18,1,0.116,140.13,2.623,Conservative
72,213755,9674.65,371362,140396,4,24,9,0.457,38.39,0.657,Balanced
41,162063,11172.97,168516,138504,1,31,9,0.173,15.08,0.855,Aggressive
66,236169,7897.22,73997,20867,0,33,4,0.599,9.37,0.088,Balanced
43,140355,6243.47,278060,30971,2,31,1,0.466,44.54,0.221,Balanced
33,90047,4074.81,431738,112627,2,27,4,0.457,105.95,1.251,Balanced
74,161868,5103.99,8929,50759,4,36,6,0.622,1.75,0.314,Conservative
64,23881,826.88,145355,122243,3,21,4,0.584,175.79,5.119,Balanced
30,35668,1356.1,61132,91827,3,5,9,0.544,45.08,2.574,Balanced
32,185384,12525.76,286934,110455,0,11,4,0.189,22.91,0.596,Balanced
44,48106,1542.88,456205,30291,3,34,10,0.615,295.68,0.63,Aggressive
21,243830,10449.85,389806,148224,1,34,8,0.486,37.3,0.608,Aggressive
33,35729,1058.76,317797,129216,2,3,2,0.644,300.16,3.617,Conservative
47,149354,9118.0,373865,65674,3,6,7,0.267,41.0,0.44,Conservative
61,90320,5202.18,297144,49372,0,20,8,0.309,57.12,0.547,Aggressive
47,74913,4399.52,44521,51539,1,4,6,0.295,10.12,0.688,Conservative
53,208098,9640.32,99618,2525,4,37,10,0.444,10.33,0.012,Aggressive
20,79402,3073.83,357465,119742,4,39,6,0.535,116.29,1.508,Balanced
39,141649,8807.93,105839,9637,1,7,8,0.254,12.02,0.068,Aggressive
